timestamp,rel_time_s,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,dq_10,dq_11,dq_12,dq_13,dq_14,dq_15,dq_16,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,t_mos_1,t_mos_2,t_mos_3,t_mos_4,t_mos_5,t_mos_6,t_mos_7,t_mos_8,t_mos_9,t_mos_10,t_mos_11,t_mos_12,t_mos_13,t_mos_14,t_mos_15,t_mos_16
1790307509.422947,0.012,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,0.0110,-0.0024,-0.0024,-0.0073,0.0073,-0.0073,-0.0073,-0.0110,-0.0110,0.0024,-0.0024,-0.0073,-0.0220,0.0073,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,0.002,-0.013,-0.013,0.007,0.007,0.002,0.002,-0.007,0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.432885,0.022,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,-0.0024,-0.0220,-0.0073,-0.0220,-0.0073,-0.0330,-0.0110,-0.0024,-0.0073,-0.0220,-0.0073,0.0073,0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,0.002,-0.013,0.013,0.007,0.007,-0.002,0.002,-0.007,0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.441423,0.031,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,-0.0024,-0.0220,-0.0073,-0.0220,-0.0073,-0.0330,-0.0110,-0.0024,-0.0073,-0.0220,-0.0073,0.0073,0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,0.002,-0.013,0.013,0.007,0.007,-0.002,0.002,-0.007,0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.450794,0.040,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,-0.0024,-0.0220,-0.0073,-0.0220,-0.0073,-0.0330,-0.0110,-0.0024,-0.0073,-0.0220,-0.0073,0.0073,0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,0.002,-0.013,0.013,0.007,0.007,-0.002,0.002,-0.007,0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.461348,0.051,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,-0.0220,-0.0073,-0.0220,-0.0073,-0.0330,-0.0110,-0.0024,-0.0073,-0.0220,-0.0073,0.0073,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,0.002,-0.013,0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.470773,0.060,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00210,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,-0.0073,-0.0220,-0.0073,-0.0220,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.002,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.481330,0.071,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00210,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,-0.0073,-0.0220,-0.0073,-0.0220,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.002,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.490742,0.080,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00210,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,-0.0073,-0.0220,-0.0073,-0.0220,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.002,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.500789,0.090,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00210,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,-0.0073,-0.0220,-0.0073,-0.0220,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.002,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.510749,0.100,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00210,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0330,-0.0330,-0.0024,-0.0024,-0.0073,-0.0220,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,0.0073,-0.0220,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.007,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.521332,0.111,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26097,0.18254,0.07687,0.00025,-0.0330,-0.0330,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0220,-0.0220,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.531124,0.120,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26097,0.18254,0.07687,0.00025,-0.0330,-0.0330,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0220,-0.0220,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.540832,0.130,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26097,0.18254,0.07687,0.00025,-0.0330,-0.0330,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0220,-0.0220,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.550745,0.140,-0.00286,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26097,0.18254,0.07687,0.00025,-0.0330,-0.0330,-0.0024,-0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0220,-0.0220,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.007,-0.002,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.560995,0.150,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,-0.0366,-0.0073,-0.0073,-0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.021,-0.002,0.002,-0.002,-0.007,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.570737,0.160,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,-0.0366,-0.0073,-0.0073,0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.021,-0.002,0.002,-0.002,-0.012,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.580588,0.170,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,-0.0366,-0.0073,-0.0073,0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.021,-0.002,0.002,-0.002,-0.012,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.590544,0.180,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11273,-1.26135,0.18254,0.07687,0.00025,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,-0.0024,-0.0366,-0.0073,-0.0073,0.0073,-0.013,-0.013,0.007,-0.021,0.002,-0.007,-0.002,-0.007,-0.013,-0.013,0.007,0.021,-0.002,0.002,-0.002,-0.012,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.600870,0.190,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,-0.0073,0.0073,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,0.0073,-0.040,-0.013,0.007,-0.021,0.002,-0.012,-0.002,-0.007,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.002,-0.017,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
1790307509.610756,0.200,-0.00324,-0.03071,-0.00019,-0.00019,0.42973,0.00248,0.05207,0.00001,-3.12257,-3.05581,-1.49214,-0.11311,-1.26135,0.18254,0.07687,0.00027,-0.0110,-0.0110,-0.0024,-0.0024,0.0073,-0.0073,-0.0073,-0.0073,-0.0110,-0.0110,-0.0024,0.0024,-0.0073,-0.0073,-0.0073,0.0073,-0.040,-0.013,0.007,-0.021,0.002,-0.012,-0.002,-0.012,-0.013,-0.013,0.007,0.007,-0.002,0.002,-0.002,-0.017,28.0,29.0,30.0,29.0,30.0,29.0,29.0,28.0,28.0,28.0,30.0,28.0,30.0,29.0,29.0,28.0
